name,inst
Bradley Thompson,baritone
Edgar de Almeida,guitar
[first name unknown] Sconomillo,cello
Lucette Casadesus,viola da gamba
Andrew Tietjen,organ
Max Felde,guitar|viola
Maron Anis Khoury,alto flute|piccolo|bass flute
Theodor Haig,piano
Rodney Franklin,keyboard
Randall Bowland,guitar
Douglas Ashcraft,piano
Colin Jacobsen,violin|viola
Alexander Brachocki,piano
Adrienne Tsai,piano
David Glukh,trumpet
Shelton Hemphill,trumpet
Brenda Hartman,vocalist
Milton Masciadri,double bass
Yelena Zelenskaya,soprano
Dean Peterson,bass
Gertrude Smith,unspecified voice
Tommy Williams,trumpet|flugelhorn
Brigitte Pinter,mezzo-soprano
[first name unknown] Thomas,unspecified voice
Christine M. Pacheco,soprano
Dennis Winge,guitar
Nancy Stokes,soprano
Augustin Detic,violin
Gwendolin Sims,soprano
Daniel McConnell,piano
John McCollum,tenor
Nydia Caro,vocalist
Louise Ray Allen,vocalist
Lauren Musumeci,soprano
Alex Klein,oboe
coba,accordion
Ellen Fisher,vocalist
Yechiel Hasson,guitar
Antonio Baggetto,tenor
Yungbae Yang,tenor|baritone
Danny Kang,piano
Barry Miles,keyboard
Cheryl Hill,clarinet
Jenna Lee,violin
Gino Bechi,guitar|baritone
Oumou Sangare,vocalist
Myles McGlanchey,banjo
Zara Doloukhanova,mezzo-soprano
Kazuko Hayami,piano
Leonid Legovskoy,baritone
Victor Sobolenko,cello
Jaime Laredo,violin|viola
Leslie Strait,flute
Isaac Van Grove,piano
Anirudh Arun,piano
Ari Shapiro,vocalist
Vickie Natale,vocalist
Zinaida Milyavsky,piano
Sandra Ruggles,soprano
Michel Tyabji,drums|percussion
Oleg Maisenberg,piano
Daryl Batchelor,trumpet
James Waldo,cello
Michael Alas,viola
Antonio Barasorda,tenor
Manitas de Plata,guitar
Patrick Paolicelli,guitar
Steve Wilson,clarinet|flute|alto saxophone|saxophone|soprano saxophone
Edna Eckley,piano
Laurence Frommer,tenor
Mary Mayo,vocalist
W. J. Lapham,unspecified voice
Helen Huang,piano
Regina Adelia Tanujaya,piano
Bob Glaub,double bass
Nina Terentieva,mezzo-soprano
Sara Parkins,violin
David Hertzberg,double bass|piano
[first name unknown] Urban,organ
Tyler Hilton,vocalist
Isidro Suarez,percussion
Lorenza Ponce,violin
Shi-Guang Cui,piano
Robert Derke,soprano saxophone|dumbek
Akiko Tsuruga,organ
William G. Doenges,violin
Charles Berrios,tenor
Benton Hess,piano
Milda Grimma-Strauss,soprano
Alexis Kende,violin
Amadeo Roy,hand clapping
Barry Wood,unspecified
Michael Hansang Lee,violin
Belle Cole,contralto
Evta Kileski,soprano
Edith Roubound,violin
Nigel North,theorbo
Romeir Mendez,double bass|bass guitar
Carlotta Desvignes,contralto
Johann Krump,double bass
John Druary,tenor
Amelia Summerville,contralto
Lynn Hackman,alto
Tassis Christoyannis,baritone
Marc Rosen,cello
Katie Magill,viola
Blanche Eckles,soprano
Norberto Adler,tenor
Jonathan Rodriguez,vocalist
Myung Ji Kim,bass
John Amadio,flute|bass flute
Richard Turbyfill,tenor
Ruza Pospinov,soprano
Eric Wicks,violin
Tobe Malawista,soprano
Rudy Vallee,vocalist
Saul Guerrero,guitar|vocalist|woodwinds
Glenn Johnson,piano
Molly Mauck,vocalist
Tara Meidhof,piano
Jonathan Deutsch,bass
Margaret Spence,soprano
Evelyn Sachs,contralto|mezzo-soprano
Jan Rubes,bass
Marie Anderson,soprano
Obed Calvaire,drums
Rod Derefinko,piano
Aude St-Pierre,piano
Lisa Tannebaum,harp
Michiko Saito,unspecified voice
Albert Collins,guitar
Nicholas Farley,tenor
Donald Currier,piano
Shenzo Gregorio,viola
Michael Ramos,keyboard
Sara Cutler,harp
Ricardo Frank,guitar
Steve Goodman,guitar|vocalist
Denise Brand,piano|vocalist
Norman Winter,organ
Russell Campbell,trumpet
Daniel Weeks,tenor
Jack Shelton,trumpet
Alexandra Snyder Dunbar,harpsichord
Paul Robeson Jr.,vocalist
Ovsep Ketendjian,violin
Hugo E. Distelhurst,tenor
Katrina Wreede,violin|viola
Brandon Ross,guitar
Florent Renard-Payen,cello
Diane Schuur,vocalist
Molly Barth,flute
Carmen Intorre Jr.,drums
Julie Yoon,violin
Jonathan Greeney,percussion
Stephan James,tenor
Paige Morgan,oboe|English horn
Sarah Christ,harp
Hirona Amamiya,violin|soprano
Yoko Ara,cello
Rosita Del Castillo,soprano
Yury Shadrin,piano
Doris Doree,soprano
Paul Fein,timpani|percussion
Bona Ko,piano
Mia Pafumi,soprano
Harold Fix,organ
M.J. Tracy,baritone
Shiou-Der Wann,piano
Taddes Korris,double bass
Dwana Holroyd,piano
Brionna McMahon,soprano
Susan Loegering,bassoon
Silvia Roederer,piano
Michael Yannette,piano
Shuyu Liu,soprano
A. Pearlstein,trombone
Gene Hahn,violin|piano
Natalie Havemeyer,mezzo-soprano
Corey Schutzer,double bass
Alison Bolshoi,soprano
Eulogio Davalos,guitar
Luba Senderovna,contralto
Joshua Sklair,guitar
Jean Jordan,soprano
Marie Reichardt,soprano
Annabel Gordon,cello
Nathan Gordon,viola
Mary Shea,harp
Josef Franzel,French horn
Hercules Nunes,drums
Mutsumi Takamizu,koto
Douglas Perkins,percussion
David Low,cello
Jeanette Hackett's Military Revue,unspecified
Robin Engelman,percussion
Michel Pressoir,vocalist
James H. Ricketson,tenor
Ed Badgley,trumpet
Lucino Nava,French horn
Augusta McSwain,piano
Florence Bramley,vocalist
Andrew Stalker,double bass
Frank Apel,unspecified voice
Amy Rubin,piano
Ryan McCloskey,guitar
Katalin Madarasz,vocalist
Ian Davies,guitar
Michael Tenzer,Balinese percussion
Patricia Pei-Chun Chen,piano
Milton Wittgenstein,flute
Luke Rinderknecht,percussion|marimba
Kamala Chakravarty,tambura
Glauco Del Mar,unspecified
Donato A. Paradiso,unspecified voice
Jaap ter Linden,cello
Rebecca Lloyd,soprano
Abraham Rosen,harp
Paul Goldberg,cello
J. David Harris,clarinet
Alana Trimmier,soprano
Susan Almasi,piano|harpsichord
Lisa Tipton,violin
Ruth Rapotort,piano
Jennifer Curtis,violin
Katherine Geis,vocalist
Yelizaveta Beriyeva,piano
Jingzi (Linda) Ruan,piano
Fred Marcusa,flute
Marion Cassell,piano
Gail Knipper,clarinet
Clayton Hoener,violin
John Phillips,vocalist
Sung Joon Song,piano
Birgit Erz,violin
Orlando Silva,drums
Annette Daniels,mezzo-soprano
J. C. Heard,drums
Kurt Palm,French horn
Katherine Hendry,mezzo-soprano
Joseph Stone,clarinet
John McGrosso,violin
Matt Evans,keyboard|percussion
Anayanci Quiros,soprano
Alice Ghostley,soprano
Joan Harkness,piano
Vytas Baksys,piano|celesta
Goran Bregovic,guitar|vocalist|synthesizer|darabukka
Rick Hart,vocalist
Runi Baek,violin
David Cristensen,cello
Hyejee Bae,piano
Adelaide Kann,soprano
Clarice Tuch,piano
William Scribner,bassoon
Nam-Kyung Kim,flute
Laurel Miller,soprano|mezzo-soprano
Danielis Rubinas,double bass
Elvira McCollough,piano
Heidi Nitze,soprano
Jeff Lorber,keyboard
Chad Cygan,tenor
Amy Huang,mezzo-soprano
Dianne Reeves,vocalist
Jerry Lawson,tenor
Richard Stapf,accordion
Arina Karkhanis,piano
Michael Tubridy,flute|concertina|tin whistle
Nina Gordon,unspecified voice
Alan Yueh,piano
F.A. Eldred,cello
"San Marcos High School Advanced Women's Choir, Enchanté",womens chorus
Mary C. Cahill,soprano
Eric Kutz,cello
Kevin Munhall,vocalist
Patricia Cameron,violin
Lawrence Harris,baritone|tenor
Bernard Nierow,piano
Sophia Irion,vocalist
Alex Salzman,piano
Mrs. David D. Toal,soprano
Eddie Nelson,vocalist
Warren Mould,piano
Celil Refik Kaya,guitar|guitar
Adela Verne,piano
Natasha Tadson,piano
Emily Remler,guitar
Luca Mares,violin
Jan Simon,piano
Ralph Marterie,trumpet
Peggy Lo,piano
William G. Dakin,clarinet
Qianru (Elaine) He,violin
Ernesto Zuccarelli,tenor
Noah Boss,djembe
John Van Kesteren,tenor
Rose Stange,piano
"Israel ""Cachao"" Lopez",double bass
Tom Fletcher,tenor
Grace Duncan,alto
Richard Tognetti,violin
Elizabeth Weamer,cello
Bogdan Petrenko,vocalist
Marceliano Azpiroz,piano
Gretchen Paxson,baroque violin
Jorge Gordillo,siku
Twyla Whittaker,soprano
Alexander Kim,piano|cello
Edoardo Albano,baritone
Guillermo Rios,guitar
Arlene Adler,soprano
Yoo Jin Choe,French horn
Aren Arakelian,violin
Douglas Perry,tenor
Sharon Noisette-Jenkins,soprano
Alla Karasik,violin
Amelia Nute,violin
Robert Massard,baritone
Jan Allan,trumpet
Detlef Bensmann,alto saxophone|soprano saxophone
Jonathan Sack,piano
Andrew Marrs,piano
Bonnie Bramlett,vocalist
Sonny Jay,double bass
Seunghee Lee,piano
James Martin,baritone
Gladmon McDowell Jr.,piano
Jon Faddis,vocalist|trumpet
Volpi Leuto,baritone
Homer Klinsing,tenor|trumpet
Inga Raab,cello
Juren David,piano
Jose Diaz,bongo drums|bombo|zampoña
Stepan Atamian,boy soprano
Rosa Park,piano
Christine Lamprea,cello
Stephanie Schutz,viola
Angell Shieh,piano
Oliver Jia,piano
Alan Held,bass-baritone
Alexander Fedoriouk,cimbalom
Reverend [first name unknown] Ganapolsky,unspecified voice
Natasha Marini,vocalist
Pirashanna Thevarajah,percussion
Marina Harada,piano
Paula Chan Bing,flute|piccolo
Kay Lowe,soprano
Travis Gering,flute
Don Harry,tuba
Cindy Liu,piano
Masaya Otake,piano
Ji Hyun Jang,soprano
Luca Pisaroni,bass-baritone
Ion Mihaescu,clarinet|tárogató
Edward Dudley,tenor
Robert Elwyn,tenor
Amelia DeMayo,soprano
Hyung Do Kim,piano
Yi-Chuan Chen,clarinet
Alfredo Rojas,maracas
Barbara Brown,piano
Richard Brinder,unspecified voice
Xixi Zhou,piano
Trenton Chang,piano
Roderick Peters,vocalist
Victoria Livengood,mezzo-soprano
Kelley Hijleh,soprano
Johanna Albrecht,soprano
Kelly Daniels,French horn
Christoph Franzgrote,violin
Rachel Berry,French horn
James Mulreed,unspecified voice
Lidia Kaminska,accordion|bandoneon
Justin Cohen,trumpet
Chris Whittaker,piano
Helen Teschner Tas,violin
Claudia Luong,piano
Violeta Urmana,mezzo-soprano
Max Pauer,piano
Louise Schulman,violin|viola|lute|viola da gamba|vielle|viola d'amore|cittern
Peter Vinograde,piano
Simon Frisch,piano
Ernest M. La Prade,violin
You-Sun Chung,oboe
Irmgard Seefried,soprano
Ryan Lewis,frame drum
Chelsea Doohan,cello
Keith Romano,countertenor
Menahem Bensussa,piano
Siegfried Jerusalem,tenor
Miche Braden,vocalist
Muriel Albert,piano
Byron Isaacs,vocalist|double bass|dobro
Andrew Bulbrook,violin
Andrea Goss,vocalist
Tsao-Lun Lu,cello
Gabi Sultana,piano
Sim Hwa Im,gayageum
Van Gilmer,vocalist
Alisa Weilerstein,cello
Carlo Bombara,tenor
Joseph Rabushka,violin
Jane Toivonen,soprano
Peggah Hemmat,piano
Jay Rozen,tuba
Robert Trehy,bass
Martin Schulte,guitar
Margaret Higham,violin
Michael McMahon,piano
Helen Clayton,soprano
Emily Thompson,violin
Herman Silvers,flute
Jesus Ibarra,baritone
Dan Mastroianni,accordion
Tania Leon,piano
Ayree Roh,violin
Siddharth Dubey,baritone
Ralph Telasko,baritone
Gertrude Janssen,soprano
R. Stewart Powell,piano
Miguel Sandoval,piano
Jiehyue Kim,violin
Martin Kasik,piano
Helen Stuart Marcovicci,vocalist
Francesca Ornstein,piano
Vincent Scalia,double bass
Julio Rodolfo,double bass
Eugenie Dingel,viola
Harry Goldfield,trumpet
Scott Thornburg,trumpet
Susan Tedeschi,guitar|vocalist
Julie Ko,piano
Basilio Marquez,trumpet
Gilda Emilia Conti,soprano
Hank Roberts,cello
Margarit Essek,violin
Vera Kaplun Aronson,piano
Jeffrey Levenson,cello
Clara Jordan,soprano
Kayla Faccilongo,contralto
Alan Martin,violin
Karl duHoffman,vocalist
Koren McCaffrey,flute|piccolo
Mr. [first name unknown] Bruckner,unspecified voice
Ludmilla Zykina,vocalist
Mi-Jin Doo,piano
Paul Epstein,organ|celesta
Raphael Rochet,piano
Jerry Griffin,drums
Felicia El-Amin,soprano
Aaron Korn,French horn
John Revezoulis,piano
Maria Columbia,violin
Jennifer Owen,violin
Christina Hughes,flute
Ramon Vinay,tenor
Mlada Khudoley,soprano
Jean Neveu,piano
Christian Fennesz,guitar|electronics
Constantine Germanacos,vocalist
Tilsia Brens De Romero,piano
Mike Wofford,piano
Marquita Raley,mezzo-soprano
Roger Grow,tenor
Kenneth Perkins,violin
Billy Exiner,drums
Matt Walker,drums
Göran Marcusson,flute
Michael Stipe,vocalist
Miran Robarts,soprano
Jennie W.L. Chan,piano
Deborah Mayer,soprano
William Shakespeare,tenor
Turev Berki,piano
Danielle Freeman,mezzo-soprano
Garth Greenup,trumpet
Albert Richmond,French horn
Elaine Tuttle,vocalist
Homer Moore,baritone
James Yannatos,violin
Lauretta Brovida,mezzo-soprano
Katharine Pelton,contralto
Barbara Wood,bassoon
Timothy Shiu,violin
Jessie Peters,piano
Gerard Levy,flute|alto flute|piccolo
Samantha McCloud,flute
Alana Gartrell,French horn
Iturbe Ortiz,piano
Alice Yoo,cello|piano|violin
Frances Bing,piano
Angela Zayas,soprano
George J. Mager,piano|organ
Jon DeRobertis,vocalist
Eleanor Knapp,mezzo-soprano
Frieda Reisberg,violin
Ryan Patton,violin
Philippe Etter,viola
Clint Howard,guitar|vocalist
Cheo Feliciano,vocalist
John Blackie Selolwane,guitar
Gary Liu,piano
Mary Hissem de Moss,soprano
Aaron Copland,piano
Cynthia Lyle,percussion
Leor Maltinski,violin
Kanako Yano,organ
Robert Wollensky,piano
Lillian Herrick,unspecified voice
Julie Ni,piano
George Harrison,guitar|vocalist
Daisy Eagan,vocalist
Laura Jeppesen,viola da gamba
Jeanne Gordon,vocalist
Irma Daunoraite,cello
Peter Mintun,piano
Jacqueline Giat,flute
Shaojie Qin,huqin
Ji Young Yoo,piano
Doris Trautman,unspecified voice
Casilda Rodriguez,piano
Yves Savary,cello
Jacob Oostra,baritone
Oliver Hagen,piano|keyboard
Kathleen Napolitano,vocalist
Kimberly Schmidt,piano
Tuan Ho Duc,saxophone
Melchiore Luise,bass-baritone
Erik Peterson,viola
Ellen Kaye,unspecified
Louella Paikin,soprano
Bruna Castagna,contralto|mezzo-soprano
Reid Taylor,double bass
Charles J. Miville,unspecified voice
[first name unknown] Hall,unspecified voice
James Rubino,violin
Ella Jocelyn Horne,contralto
Brenda Reed Smith,vocalist
Elisha Rock,soprano
Matthew Dine,oboe|oboe d'amore
Alan Chiang,piano
Carlos Mulinex,oboe
Kevin Bao,piano
Francesco Pavesi,tenor
Victor Tatozzi,bass
Kaoru Harigaya,piano
Lyn Greene,unspecified
Katherine Kelly,soprano
Gillian Benet,harp
Kevin Murphy,piano
Lily Hoffner Wood,unspecified voice
Andrew Rhee,violin
Luther Henderson III,piano
Eric Stein,mandolin
Ricky Ian Gordon,piano
Natalya Antonova,piano
Peter Jelosits,tenor
Victoria Miningham,soprano
Robert Sundeen,piano
Harriet Forrest,flute
Dmitriy Cogan,piano
Matthias Enderle,violin
Yuki Katayama,bassoon
Adam Harris,baritone
Kirsten Volness,percussion
Jerry Jumonville,alto saxophone
Maurice Kramer,violin
Rory Boothby,boy soprano
Emilia Oskotsky,piano
Grace Darley,contralto
Lillian Bertin,piano
Pedro Ramos,percussion|cavaquinho|tenor guitar
David Berger,bass|tenor
Tammy Hensrud-Kerian,mezzo-soprano
Patricia Garcia Torres,piano
Alexandra Rossland,piano
Vladimir Ekzarkhov,bass
Bob Rafkin,electric guitar
Brendan Littlefield,baritone
Leonard Shure,piano
Helen Rice,soprano
Arthur Brooks,French horn
Guido Dellavecchia,tenor
Raymond Michalski,bass|bass-baritone
[first name unknown] Hahn,unspecified voice
Kathryn Greenbank,oboe
Francis L. Le Huntte,vocalist
Andreas Lebeda,bass-baritone
Yavor Petkov,bassoon
Katherine Stack,piano
Galeano Salas,tenor
Andrew McKenna Lee,guitar
E. Kenneke,cornet
Christopher Yau,piano
Susan Wallin,soprano
Leo Evans,vocalist
Gregory Komporlis,piano
Nodu Mullick,tambura
James Douglas,clarinet
Fedor Roudine,violin
Bobby Battle,drums
Rosa Ayllon,vocalist
Robbie Lynn Hunsinger,oboe
Henry Stickrodt,piano
Tom DeLuca,guitar
[first name unknown] Hamaker-Heyne,soprano
Bert K. Johnson,bass
Francesco Giomi,electronics
Marius Rintzler,bass
Herman Sandby,cello
Anita Baker,vocalist
David Bedella,vocalist
Zach Mo,piano
Vanessa Torres Lautenbach,mezzo-soprano
John Hopper,vocalist
Solomon Rosowsky,piano
David Gastine,guitar|vocalist
Rachel Beetz,flute
Anya Grokhovski,piano
Jorge Negrete,baritone
Randall Faber,piano
Meg Bussert,soprano
John J. Price,cornet
Milton Jones,bassoon
Adolfo Avellanet,unspecified
Yvonne Astruc,violin
Kathleen Cuvelier,soprano
Neil Pearlman,piano
Alvaro Collado,trombone
Victor See Yuen,vocalist|percussion
Marjorie Gross,unspecified voice
Susan Taylor,vocalist
Indira Koch,violin
Wanda Luth,organ
Jacqueline Stoudemire,vocalist
Remy Yuhou Zhang,piano
Beth Orson,oboe
Kym Karath,vocalist
Robert Heinrich,trumpet|cornett
Scott Rawls,viola
Fillippo Compo,tenor
Bobby Clark,piano
[first name unknown] Winter,unspecified
Louetta Chatman,soprano
Jerry Kail,trumpet
Alan Chambers,piano
Sarah Lee Guthrie,guitar|vocalist
Anne Myers Rosenbaum,soprano
Raymond Stewart,tuba
Phyllis Bash,mezzo-soprano
Yank Lawson,trumpet
Cristovao Bastos,piano
Anthony Giannantonio,piano
Amanda Cheung,piano
Paul Drozdoff,piano
Natalie Jonotha,piano
Rodolfo Morales,piano
Ildiko Elberth,theremin
Luis Perez-Molina,piano
Insuk Kim,soprano
Louise Mertens,unspecified voice
Yining Wang,piano
Alicia Lagger,violin
Ruth Kahn,viola
Fort Dix HQ Command Soldiers,unspecified
Chenxi,violin
Michael Adair,bass
Brian Fallon,guitar
Clyde Hart,piano
Gabriella Rodrigue,piano
Rosita Rodriguez,unspecified
Kenneth S. Bannerman,double bass
Rhoda Boggs,soprano
Josefina Fernandez,soprano
Karen Treece,vocalist
C. Judson Bushnell,baritone
Hyuck O,synthesizer
Katie Hanley,vocalist
Lulu Bates,vocalist
Detroit School of Arts Achievers Ladies Ensemble,womens chorus
Seung-Hee Rhee,soprano
Katerina Englichova,harp
Anthony Robin Schneider,bass
Steven Jackson,clarinet
Gary Ledet,piano
Brian King,baritone
Joseph Bernstein,violin
Barton Cummings,tuba
Camille Ortiz-Lafont,soprano
Stella SY Park,piano
Hank Thompson,guitar
Nadia Ackerman,vocalist
Arthur Hackett-Granville,tenor
Artha Williston,soprano
Jin Young Choi,flute
Lawrence Cassel,viola
Valerie Lee,vocalist
Jose Mangual,percussion
Dorothy Adrian,soprano
Frederic Aguessy,piano
Roberto Magnanenzi,keyboard
Raymond Kunicki,violin
Marika Palesti,soprano
Mildred Wellerson,cello
Margaret Jane Wray,soprano|mezzo-soprano
John Eaken,violin
Carol Davidson,piano
Alfred Laubin,oboe d'amore
Anna Maria Alberghetti,soprano
Rose Bernhard,unspecified voice
Nathaniel Olson,baritone
Beniamino Riccio,baritone
Aida Lu,piano
Jenny Lai,pipa
Thabisa Dinga,vocalist|percussion|karimba
Mimi Bianchi,soprano
Mariko Kaneda,piano
Alexander Gradsky,tenor
Troy Rinker,double bass
Alla Voskoboynikova,piano
Sean Scott Reed,trombone
Jonathan Aner,piano
Erin Greene,mezzo-soprano
Dale Turk,tenor trombone
Tatiana Tessman,piano
The Benders Brothers,steel drums
Kenneth Wentworth,piano
Joonsung Lee,piano
Wei-Han Wu,piano
Ben Baker,piano
Jay Light,oboe
Victor Vraz,flute
David S. Ware,tenor saxophone
Josef Tal,piano
Shoji Kameda,percussion
Alicia Santos,unspecified
Scott Temple,French horn
Vahe Hayrikyan,cello
Jan Benson,flute
Johnny Mathis,vocalist
Jeongah Kim,violin
Travis Cottrell,vocalist
Nicolai Ishutin,balalaika
Robert Ingliss,oboe|English horn|oboe d'amore
David Frenkel,piano
Edvinas Minkstimas,piano
Gizella Neu,violin
Charles Curtis,tenor|cello
Charles Massinger,tenor
Jun Iwasaki,violin
Kumi Matsuo,piano
Sandra Coffin,trumpet
Kanto Kusabue Association,unspecified
P.J. Hurley,tenor
Gene Hill,countertenor
Suzan Hanson,soprano
Howard Vogel,bassoon
James Melton,tenor|tenor
Beaver Harris,drums
J. Ignatius Coveney,cornet
Jack Behrens,piano
Barbara Steinhaus-Jordan,soprano
Melissa Eppihimer,piano
Christina Naughton,piano
Douglas Brown,clarinet|bassoon
Shin Young Yu,harp
Andrew Fortner,violin
Gail Kanter,vocalist
Normando Santos,guitar|vocalist
Andre Cazalet,French horn
Diane Sweatlock,piano
Joel Raynor,accordion
Daniel Fornero,trumpet
Barbara Merjan,drums
Dora Serviarian-Kuhn,piano
"Tian-Ran ""Julian"" Wang",piano
John Purvin,piano
Luciano Vicari,viola
Timothy Hsu,piano
James Calhoun,piano
David Rodriguez,trumpet
Stuart Neill,tenor
Erin Lesser,flute|recorder
Lando Bartolini,tenor
Robert Witt,clarinet
Mattie L. Hall,piano
Sohee Kwon,piano
Félix Lavilla,piano
Jane Mitchell,viola
Rafael Scarfullery,guitar
Steve Margoshes,keyboard
Marlana VanHoose,piano|vocalist
Jennifer Walshe,vocalist|stones
Roberta Pili,piano
Randy Tilo,double bass
Emma Heckle,soprano
Adib Fazah,bass|baritone
Christy Moore,folk singer
Sabina Borgia,piano
Samuel Shaw,bass-baritone
Jeremiah Griffin,tenor
Mauro Toma,guitar|vocalist
Brandon Judoprasetijo,piano
Jeanne Stark,piano
Arthur Agnew,unspecified voice
Vincent Carano,double bass
Ying Cai,piano|zheng
Nicholas Boehme,tenor
Andrew Simon,clarinet
Martha Councell-Vargas,flute
George Zorko,tenor trombone
Eva Zseller,soprano
Patricia Bardon,mezzo-soprano
Sophia Chew,mezzo-soprano
Karoline Ozols,unspecified voice
Grant Williams,tenor
Lilliana Vespertino,piano
Jee Eun Lee,piano
Romaine Brown,violin
Miguel Angel Burgos,guitar
Craig Doerge,piano
Daniel Jobim,piano
Joseph R. Segall,harp
John McEuen,fiddle|vocalist|pedal steel guitar|mandolin|banjo
Rodney Barreto,drums
Mitchell Johnson,violin
Zak Resnick,vocalist
Susan Waterbury,violin
Iesha Thomas,vocalist
Masakazu Yoshizawa,otsuzumi|tsuzumi
Jose Ramos-Santana,piano
Lauren Skuce,soprano
Masaru Okada,piano
Charles Williams,tenor|vocalist
Malvenia Quennard,piano
Jacob Donohue,trombone
Zanele Mkhwanazi,soprano
Francisco Roldan,guitar
Scott Lindroth,synthesizer
Charlton Singleton,vocalist|trumpet
Barbara Burnham Fox,mezzo-soprano
Marjorie Maltais,mezzo-soprano
Quincy Symphony Chorus: Women,womens chorus
David Carlson,piano
Andrius Zlabys,piano
Chayele Grober,vocalist
Hardesty Johnson,tenor
Robert H. Smith Jr.,piano
Gerry Niewood,saxophone|woodwinds
Tiffany Sun,flute
Wei Fan,pipa
Graciela Pomponio,guitar
Eric Ruddick-Ferrat,trombone
C. Woodruff Rogers,piano|organ
Francesco Tristano Schlimé,piano
Chris Rosenberg,guitar
Lindiwe Dlamini Duma,vocalist
Curt Thompson,violin
Andrew Mason,piano
Hoa Pham,piano
Clara Lambert,soprano
Sharon Montgomery,vocalist
J. R. Wood,unspecified voice
Kenneth Montgomery,trumpet
Julie Reumert,soprano
Jascha Samoos,piano
Timothy Dunne,piano
Josephine Schaffer,soprano|mezzo-soprano
Axel Dorner,trumpet
Benjamin Stephens,bass
Daniel Bouchard,piano
Miriam Gusella,unspecified
Angelo Pilotto,baritone
Katja Lammermann,violin
Harvey Hindermeyer,tenor
Kate Light,violin
Andrew Chang,piano
Ileana Flores,vocalist
Carolina Ramirez Morales,piano
George Wallington,piano
Carolyn Val-Schmidt,soprano
Jayne Winfield,piano
Ali Farasat,zarb
Lewis Paer,double bass
Pierluigi Marotta,cello
Lew Bloom,vocalist
Lili Kraus,piano
Gregory Buchalter,piano
George Cartwright,flute|saxophone
Joanne Mouradjian,soprano
Wendy Huang,piano
Jennifer Johnston,mezzo-soprano
Louis Karchin,piano
Andy LaVerne,piano
Shane Schag,piano
Jacques Menahem,folk singer
Sarah Harball,viola
Jonathan Duarte,piano
Chikujo Ichikawa,shamisen
Carlos Manuel Miyares Hernandez,tenor saxophone
Edwin Hauser,violin
Hazel von Maack,mezzo-soprano
Carlo Enciso,tenor
Ju Hyun Kim,clarinet
Mee Jin Paik,piano
Antoinette Schwarz,piano
William Paris,unspecified voice
Ryan MacNeil,vocalist|keyboard
Sidney Dorlon Lowe,piano
Enid Dale,piano
Lillian Buss Pearson,piano
Vincent Wolfsteiner,tenor
James C. Prevost,double bass
Samuel Hsu,piano
Juan Ospina,vocalist|bass guitar
Kristijan Krajncan,drums
Phillip Cao,piano
Larry Rachleff,percussion
Nicole Cabell,soprano
Vasily Gorshkov,tenor
Patricia Wurst,oboe
Bill Graham,bass guitar
Ada C. Hussey,alto
Joseph DiSalle,tenor
Freda Herseth,mezzo-soprano
David Sabella,countertenor
Derin Altay,vocalist
Graciela Rivera,soprano
Jurate Svedaite,soprano
Aaron J. Sala,piano
Skuli Sverrisson,double bass
Michael Tyack,piano
Sarah Mabary,mezzo-soprano
Nancy Axelrod,violin
Dr. R. H. McConnell,unspecified voice
Peter Pople,violin
Loretta Kelly,unspecified voice
David Mann,alto saxophone|saxophone|woodwinds
Bryan Liou,piano
Iris Lauritano,piano
S. W. VanSchaik,unspecified voice
Ann Gantvoort,soprano
Yang Yang,baritone
Helenka Elias,violin
William Rhein,double bass
Jacob Clapper,piano
James Fobbs,guitar
Berdie D'Aliberti,piano
Jesus Rodolfo Rodriguez,viola
Kevin Sharp,clarinet
Marian Anderson,contralto
Alyth McCormack,vocalist
Mitchell Roe,tenor
Yan-Yan Wang,soprano
Frank Donaruma,French horn
Janice Van Alen,alto
Erik Carlson,bassoon|violin
Jeanne Gerville-Reache,contralto
Amanda Fath,violin
Ruth Shaffner,soprano
Leo Taussig,cello
Samuel Suggs,double bass
Marcella Craft,soprano
Mark Braud,vocalist|trumpet
Young Uck Kim,violin
Jan van Oordt,violin
Yuki Yanagi,piano
Jean Hawker,vocalist
Carlos Cesar Rodriguez,piano
Alpha Brawner-Floyd,soprano
Laura Shoop,vocalist
Katherine Cash,violin
Brian Keith Johnson,baritone
Kathleen McIntosh,soprano
Felice Kuan,piano
Jane Cho,piano
Kenny Redjopawiro,vocalist
David Leifer,piano
Verona Miller,unspecified voice
Francisco Fierro,piano
Rick Crom,vocalist
Joseph Vieland,viola
Anhua Dang,unspecified
Richard Allen,baritone
Siaka Traore,balafon
Phyllis Pancella,mezzo-soprano
Michael Winans,vocalist
Constance Jessup,soprano
John J. Young,tenor
Onaje Allan Gumbs,piano
Arturo Ortiz,piano|keyboard
Raymond Gibbs,bass|tenor
Martin Yazdzik,piano
Marylene Gingras-Roy,viola
Albert Edward Greenhalgh,piano
Brian Farrell,piano
Gloria Gonzalez,piano
Carmen Bejarano,soprano
Lauren Sullivan,piano
Mary Jennings,unspecified voice|piano
Lucile Thornton,mezzo-soprano
Dean Elzinga,bass-baritone
Tomatito,guitar
Pat Merlucci,piano
Andrew Lunsford,tenor
G. William Bugg,bass-baritone
Sally Chrisholm,viola
Mollie Margolies,piano
Lenard Rivlin,violin
Jackie Landry,contralto
Natalie Bodanya,soprano
Edna Holton,vocalist
Rick Rozie,double bass
Gabriel Ebert,vocalist
