name,inst
Hanoch Greenfeld,piano
Winthrop Buswell,baritone
Erica Yamamoto,piano
Josephine Aleene,soprano
Gints Berzins,piano
Lammar Wright,trumpet
Rebecca Green,piano
Mary Garden,soprano
Vladimir Gorbach,guitar
William Leung,violin
Adrienne Fullard,piano
Louis Sugarman,piano
Christina Schutz,recorder
Martha Noble,unspecified voice
Jill Lawson,piano
Winifred Heidt,contralto
Sarah Katherine Mahoney,piano
Bohdan Hluszko,drums
Reiko (Gasen) Kamata,koto|17-string koto
Salvador Gutierrez,guitar
Arthur Clayton Brown,baritone
Leslie Richards,mezzo-soprano
Zetti Kennedy,soprano
Tamara Jacobs,soprano
Claude Worrell,oboe
Joe Morrison,vocalist
Seongsik Cho,vocalist|baritone
Bertie Heine,violin
Cloyde Williams,clarinet
Geoffrey Wang,piano
Ralph Berkowitz,piano
Joseph Stepper,violin
Sharon Grebanier,violin
Paavo Jarvi,percussion
Marina Alonso,piano
Nancy McGraw,vocalist
Matt Herskowitz,piano
Andrew Jones,piano
Tatiana Nikitina,piano
Silvio Masciarelli,piano
Bradley Dean,vocalist
Mabel Vanet,unspecified voice
Fanny Anitua,contralto
Ditlev Damkjaer,double bass
Laura Bass,soprano
Bernard Watson,guitar
Benjamin Meltzer,piano
Alec Dankworth,double bass
John Bailey,trumpet
Giulia Lo Giudice,percussion
Victor Goldberg,piano
Dana Winograd,cello
Rami Nagy Mahmoud,unspecified
Derek Wang,piano
Charley Pride,guitar|vocalist
Rebecca Radcliffe,soprano
Paul Samouilidis,piano
Sterling Campbell,drums
Danielle Orchant,piano
Betty Bright,contralto
Drew Martin,tenor
Julie Gunn,piano
Alfred Doria,baritone
Franz Eugene Burgstaller,zither
A.J. Gourlay,piano
Celena Shafer,soprano
Sang Wook Kwon,baritone
Kathleen D. Hyland,piano
Alex Zhang,piano
John Musto,piano
Seung Hyun Kim,piano
Phillip Campbell,guitar|vocalist
Pablo Cora,tenor
Andor Foldes,piano
Stefan Schweigert,bassoon
Roderick Williams,baritone
Emanuel Brown,violin
Joseph Posner,baritone
Jeff Banks,unspecified voice
Stefan Schnabel,bass
Peter Wyshosky,balalaika
Duncan Hartman,bass|baritone|bass-baritone
Jon Robert Cart,flute|tenor
Daniel Bell,violin
Kurt Briggs,violin
Eva Gauthier,soprano
Ester Yue,piano
Mary Wilson,soprano
Jan Neuberger,vocalist
Mikiko Haga,koto
Erika Mitsui,violin
Virginia Copeland,soprano
Kevin Cao,piano
H. Herve,soprano
Mary Claire Richardson,alto
Patryk Sztabinski,accordion
Nathaniel Soliven,guitar
Allison Heiner,unspecified voice
Victor Monge,guitar
Jeffrey Biegel,piano
Omer Erdogdular,ney
Jane Sendzimir,soprano
Lori Montana,drums
Joseph S. Spann,bass
David Eggar,piano|cello
Arthur Greene,piano
Tom Krause,baritone
Rebecca Fischer,violin
Michael Barile,guitar
Daniel Sohn,piano
Jan Herman,piano
Sergio Chiavazzoli,guitar
Hae-Kyung Lee,flute
Jose Emilio,vocalist
Esther La Berge,mezzo-soprano
Steve Cardenas,guitar
Ana Uribarri,violin
Randy Snider,vocalist
Guy Giuliano,accordion
Karen Lykes,mezzo-soprano
Amy Barston,cello
Hans Christian Goldstein,cello
Jim Fox,piano|vocalist|drums
Johanna Sterba,bassoon
Eleanor Hutchison,unspecified voice
Walter Fredericks,tenor
Bart Varsalona,trombone
Esperanza Spalding,vocalist|double bass
Hyun-Jung Oh,piano
Mrs. F. Ill,soprano
Mateja Pranjic,accordion
Herbert Small,violin
Elvie Flores,soprano
Jon Fredric West,tenor
Robert Phillips,piano|guitar
Leo Whitcup,unspecified
Ashley Hale,trumpet|bass trumpet
LoRean Hodapp,soprano
Eloise Rotenberg,cello
Oda Voltersvik,piano
Carol Pendleton,viola
Thomas Wilfred,clavilux
Donatella Prentisi,soprano
Narciso Yepes,guitar
Raymond Alonge,French horn
Cornelia Zuccari,soprano
Pete Candoli,trumpet
Sue Yoo,piano
Laurie Gail,unspecified voice
Hans Jorgen Jensen,cello
Sharmay Musacchio,contralto
Rene Maison,tenor
Lawrence Bennett,tenor
Barry Kleinbort,vocalist
Nicolas Dinnerstein,cello
Tim Evans,piano
Aron Pichkhadze,violin
Steven Jordheim,saxophone
Medet Chotabayev,tenor
Hilda Reid,piano
Nari Matsuura,piano
Susan Mandel,cello
George Jessel,vocalist
Bakithi Kumalo,double bass|bass guitar
Charles Este Sholes,piano
Heidi Ruby,flute
Jennifer Quammen,piano
Jin Ho Kim,piano
Eugenie Sassard,contralto
Chrisiane Legrand,soprano
Katreese Barnes,vocalist|keyboard|organ|saxophone
Carlo De Filippis,violin|mandolin
Lizzie Steinberg,piano
Barbara Ann Peters,soprano
Allison Sniffin,piano|violin|vocalist|keyboard|soprano|French horn
Mike Settle,folk singer
Kieth Engen,bass
Sachiko Yasuda,vocalist
Abigail Schoenfeld,cello
Lydia Lunch,vocalist
Chung-Eun (Tina) Choi,violin
Simon Estes,baritone|bass-baritone
Piotr Piszczatowski,double bass|baraban drum
Amadi Hummings,viola
Jessica Yuan,piano
Hayley Wolfe,violin
Patrick Motley,bass
Ming-Hsiu You,violin
Juan C. Bondy,oboe
Anthony Bavota,trumpet
"Atalie, Princess",soprano
Gabriel Leonoff,tenor
Ashley Miller,organ
Walter Damrosch,piano|organ|harpsichord
Hugh Panaro,vocalist
Tom Shinevar,piano
Alessandro Calcagnile,piano
Franz Spindler,piano
Ron Sexsmith,guitar|vocalist
Fernando Suarez Paz,violin
Stephen Cook,piano
Egidiana Palmieri,vocalist
Donald Downs,violin
Dave Kenner,piano
Costas Baltazanis,guitar
Ralph Rinzler,vocalist|mandolin
Harry Armstrong,vocalist
John Kucich,accordion
"Marvin ""Doc"" Holladay",baritone saxophone
Rachel Eve Holmes,soprano
Stephen Stirling,French horn
Dong Yoon Yoo,percussion
Natalie Arduino,mezzo-soprano
Leilah Dione Ezra,soprano
Magdalen S. Worden,piano
Nikki Blonsky,vocalist
Christopher Roselli,bass
Andy Einhorn,piano
Maxim Rysanov,viola
Corinne Lacomble,piano
Monica Gerard,viola
Bertram Clark,piano
Martha J. Hart,mezzo-soprano
Ugo Ara,viola
Antonio Pollina,double bass
Jung-Min Lee,piano|soprano
Don Haas,piano
Arthur Abadi,piano
Don Burrows,clarinet
Jason Moran,piano
Chihiro Sato,piano
Bobby Eldridge,baritone saxophone
Ryan Worsing,vocalist
Marion Gaffney,piano
Chihiro T. Fukuda,viola
Wendy Sutter,cello
Anna Lodato,soprano
Yi Xin,cello
"Clarence ""Tater"" Tate",double bass
Howard Aibel,piano
Carol Donn Trainor,soprano
Jerry Weir,marimba
Asher Hammerman,unspecified voice|piano
Dave Glenn,trombone
Jessica Mawhinney,piano
Emil Sauer,piano
Marco Navarro Rojas,double bass
Mia Watanabe,piano
Marcus Ullmann,tenor
George Hajivassiliou,violin
Juliana Georgieva,violin
Wilson das Neves,vocalist|percussion
Jeffrey Jaskolka,piano
Morten Haesum,drums
Antoine Laporte,piano
Gary Ham,English horn
Wolfgang Harrer,double bass
Polly Ferman,piano
Julia Fainstein,piano
Louis Hirsch,piano
Elisa Ignatieff,piano
Vladimir Presniakov,vocalist
Snezana Bulj,soprano
Rong Hu Chen,violin
Heymin Choi,viola
Bella Hristova,violin
Maria Jonas,mezzo-soprano
Gary Guzio,trumpet
William Longerbeam,baritone
Noël Wan,harp
Al De Risi,trumpet
Francesco Taranto,guitar
Peter Samuel,vocalist
Frank Guzevich,accordion
Sameer Gupta,tabla
Alec Baldwin,vocalist
Elina Vahala,violin
Maxwell Newsom,piano
Hugo Kolberg,violin
David Gonzalez,violin
Patricia Deckert,mezzo-soprano
Doc Watson,guitar|folk singer|banjo
Yilin Liu,piano
Craig Levine,drums
Aline Eiger,piano
Roxie Foster,unspecified
Aileen Li,piano
Eileen Koyl,unspecified voice
Fumiko Fukumori,vocalist|koto|shamisen
Farshad Faizi,sitar
Nancy Allen,harp
Gilles Donge,violin
Stephen Francis Vasta,piano
Emma Milian,violin
Kevin Johnson,bass
Susan Harris,soprano
Diego D'Auria,tenor
Janelle Monae,vocalist
David Moskovitz,violin
Miles Goldberg,piano
Aurora Serratos,piano
John Thompson Conover,vocalist
Marjorie Hamill,soprano
Sang Ok Choi,piano
Jessica Hunt,vocalist
Gordon L. Goodwin,tenor saxophone
David Barick,bass
Francisco Navarro,guitar
Jennifer Alvarez,soprano
Wladimiro Ganzarelli,bass
Jan Contado,soprano
Kathy Oh,piano
David Bursack,viola
Jeannette Ferrell,soprano
Albert Hole,boy soprano
Barbara Hill,soprano
Angela Venturino,soprano
Essie Solomon,soprano
Sverre Kyvik Bauge,cello|harmonic canon
Max Brownold,piano|organ
Mélanie Clapiès,violin
Tony Danza,vocalist
Greta Cooper,mezzo-soprano
Mona Paulee,mezzo-soprano
Emily Alley,piano
Arno Krijger,electric organ
Mario Corti,violin
Joseph Wolman,piano
Virginia Rea,soprano
Carl Von Doenhoff,piano
Burkhard Kraeutler,double bass
Eugen Ciura,unspecified voice
Gregory Sauer,cello
Brad Ritchie,cello
James Sampliner,piano
Jeffrey Kahane,piano
Ksenia Karren,soprano
Snjolaug Sigurdson,piano
James Fulkerson,trombone
Arden Shelton,soprano
Jessica Lee,violin|violin|piano
Kyle Resnick,trumpet
Yumi Kagaya,vocalist
Mary Phillips,mezzo-soprano|viola da gamba
Hiroshi Takasaki,shamisen
Stella Chia-Shan Cheng,piano
Vivian Speisman,violin
Edmund Severn,violin
Booker T. Jones,organ
Ivan Lins,piano|vocalist|keyboard
Matt Musselman,trombone
Monica Aquilar,piano
Danny Tagaki,violin
Paddy O'Farrell,unspecified
Carly Van Kley,clarinet
Tom Evans,bass guitar
Candace O'Connor,soprano
Drew Minter,countertenor
Tamara Brooks,piano
Christine Papania,vocalist
Sal Rainone,baritone
James Moody,flute|vocalist|tenor saxophone|alto saxophone|saxophone
Christian Tetzlaff,violin
Marguerite Hall,contralto|mezzo-soprano
Claire Jolivet,violin
Elizabeth Miles,vocalist
Whitney Houston,vocalist
Kumi Ogano,piano
Betty Beaver,piano
Bret Higgins,double bass
Kallie Ciechomski,viola
Thaddeus Brys,cello
Richard H. Lynch,bass
Chris Carducci,baritone
Sayana Tabkharova,kalmik
Kristin Becker,handbell
Martha Massena,piano
Stockard Channing,vocalist
Stephen Mullan,tenor
Nancy Ngok,piano
Shotaro Mori,bassoon
Charles Neidich,clarinet|bass clarinet|e-flat clarinet|basset horn
Manrico Tedeschi,tenor
Lauren O'Neill Deets,unspecified voice
Norman Young,baritone
Soo Young Kim,piano
Aimee Chow,violin
Tsepo Tshola,vocalist
Xi Wang,harp|violin
Linda Shen,piano
Petula Clark,vocalist
Anita Darian,soprano|kazoo
Eugene Jepson,vocalist
David Keiser,piano|harpsichord
Jack DeJohnette,drums|percussion
Jeong Yoon Kim,piano
Bo Diddley,guitar|vocalist
Celia Pearlman,soprano
Stephanie He,piano
Ji Young Chun,cello
Julie Hertzberg,piano
Marcelina Suchocka,marimba
Yuri Noh,piano
Maria Luisa Barbon,violin
Chris Guzman,piano
Maro Partamian,soprano|mezzo-soprano
Rose O'Brien,mezzo-soprano
Imani Uzuri,vocalist
Flora Negri,soprano
Michael James Smith,piano
Chandler Lutz,vocalist
Philip Kim,piano
Shawn McDonald,unspecified voice
Nicholas Denysenko,tenor
Don Byron,clarinet|bass clarinet
Osher Baraev,doira
Noby Ishida,piano
Angela Maria Blasi,soprano
Margaret Ward Bell,piano
Ernest Newman,piano
Julio Saldana,violin
Dieter Flury,flute
Migiam Yiu,piano
Dennis Mitcheltree,clarinet|tenor saxophone|bass clarinet|saxophone
Maria Landers-Pratten,soprano
Joji Yamada,piano
Terry Trotter,piano
Elaine Christy Bejjani,harp
Pol Plancon,bass
Wolfgang Laufer,cello
Curtis Fuller,trombone
Clara Solomon,piano
Arie Abileah,piano
Pedrito Martinez,vocalist|percussion
Esther Yoon,piano
John Lad,viola
Gustave Thalberg,vocalist
Joseph Press,cello
Harriet Serr,piano
Julie Ribchinsky,cello
Andrew Zeroogian-Wu,piano
Ottilie Sutro,piano
Yang Joon Kim,violin|viola
Marielle Labeque,piano
Jakob Gimpel,piano
Jacob Sugarman,bassoon
Zbigniew Liebig,cello
Jerry Douglas,guitar|dobro
Trudy Ellen Craney,soprano
Debra Wilkie,soprano
Claudia Mikail,piano
Dragoljub Djordjevich,baritone
Nicola Zaccaria,bass
Clara Ward,vocalist
William Paris Chambers,trumpet|cornet
Jorma Kaukonen,guitar|vocalist
Emily Hjelvik,piano
Robert Schaffer,bassoon
John Seabury,bass
Margie Browner,piano
Alex Holton,trumpet
Jerry Eastman,guitar
Bernard V. Pawloski,piano
Scott MacIsaac,piano
Raffi Charkhutian,piano
Ana Hasler,mezzo-soprano
Benjamin Nham,piano
Walter E. Schneeloch,baritone
Frances Foster,piano
Teni Apelian,soprano
Rosalind Estelle Harvey,soprano
Shu-Chuang Chao,soprano
Ines Guanchez,piano
Wayne Marshall,piano
Francisco Cotto,vocalist|bass guitar
Josh Segal,violin|mandolin|woodwinds
Brooklyn Stafford,piano|hand clapping
Julia Neher,viola
George Lee,percussion|zhonghu
Gordon Lane,drums
Aprile Millo,soprano
Brad Paisley,guitar|vocalist
Ben Brown,double bass
Solon Pierce,piano
Vagram Saradjian,cello
Nir Erez,trombone
Ida Johnson,contralto
Lestari Scholtes,piano
Kyungrae Kim,tenor
Stephanie Lu,piano
Kazunori Meguro,percussion
Don Cherry,flute|trumpet
Arthur Fennimore,piano
Valery Verstyuk,cello
Doris Ling,unspecified voice
Arthur Tennent,tenor
George Hua,piano
Rie Matsumoto,piano
Stephen Roane,double bass
Dick Hyman,piano|organ
S. M. Ross,vocalist
Joe Derise,vocalist
Alberto Salvi,harp
Reido Takeda,biwa
Pamela Isaacs,vocalist
Charles Joseph,violin|trombone
Joseph Affilito,vocalist
Nadia Strelitz,piano
Enrique Pina,tenor
Chuck Connors,bass trombone
John Foti,vocalist|accordion
Yijia Zhong,piano
Jay Leonhart,double bass
Amy Zheng,pipa
Linda Larsen,unspecified voice
Travis Mahrt,bass
Doug Kreeger,tenor
Osamu Shimizu,komabue|ryuteki
Jian Ding,cello
Ivan Kusnjer,baritone
Vagarshak Ohanyan,piano|baritone
Kristin Patterson,mezzo-soprano
Grigory Kalinovsky,violin
David Clyle Morse,piano
Jhair Sala,vocalist|bongo drums|cowbell
Ronald Alexander,tenor
Hong-Ying Ho,violin
Francis Kairson,baritone
Patricio Valades Pizarro,percussion
Maria Russo,unspecified voice
Roger Kellaway,piano
Arabella Steinbacher,violin
Lulu Carocuera,unspecified
George S. Irving,bass-baritone
Norma Siran,soprano
Sven-Bertil Taube,folk singer
Alexis Smith,vocalist
Vadim Mulerman,vocalist
Jennifer Hines,contralto
Alfons Almi,tenor
Norman Clayton,baritone
Nancy Gamble Pressley,piano
Stephanie Ou,piano
Holly Sorensen,mezzo-soprano
Marjean Moore,soprano
Nobuhiko Asaeda,violin
Dennis Jesse,baritone
Ida Zipkin,soprano
Susan Nowicki,piano
Loonis McGlohon,piano
Timothy Chung,violin
Dorothy Belford,clarinet
Sarah Connolly,mezzo-soprano
Kieran Coyne,boy soprano
Tonika Frese,soprano
Zora Gladys Horlocker,contralto
Sylvia V. Ray,soprano|mezzo-soprano
A. Cohn,violin
Mark Kosower,cello
Anne Carrere,vocalist
Robert Cantrick,flute
Marion Nugent,violin
Shao Lin,erhu
Kirsten Gunlogson,mezzo-soprano
Arnold Glick,piano
Dee Dee Bridgewater,vocalist
Ara Adrian,baritone
David LaMarche,piano
Jimmy Pou,vocalist|electric guitar
Harold Rubens,piano
Bill Wolaver,piano
Lisa Dawson,soprano
Joksan Ramos,vocalist|percussion
Tristan Savella,piano
Rod Gross,drums
William Flanagan,piano
Oscar Solis,guitar
Imogen Cooper,piano
Jeffrey Lentz,tenor
Horace Britt,cello
Joseph Lovinsky,French horn
Alexander Barton,vocalist
Agnes Zsigovics,soprano
Marilyn Brustadt,soprano
Didi Van Eyck,soprano
Ylvali Zilliacus,viola
"Lilton ""Dickie"" Mitchell",organ
Andre Hayward,trombone
Sharmila Daniel,soprano
Gloria Knight,unspecified voice
Dominic Cortese,accordion
Alvah Nichols,baritone
Israel Schorr,tenor
Alexandra Wertis,violin
Emmanuel Ceysson,harp
Glenn Burris,tenor
Suzzy Roche,vocalist
E. Schmidt,unspecified
Lee Wolovsky,bass
Boris Belostotzky,tenor
Jerome Chao-Siang Cheng,piano
Sal Viviano,vocalist
Charlotte Sande,piano
Brynne Andersen,piano
Nathan Shields,cello
Allison Gross,soprano
Olive Brown,vocalist
Bryn Mawr School Dayseye,womens chorus
Kate Rolla,soprano
Thomas Grubb,piano
Samuel Kephart,viola
Nina Wulfe,violin
Peter Luca Malinverni,djembe
Robert Irwin,violin
Barbara Stein Mallow,piano|cello
Edgard Fisher,cello
Claude Jean Chiasson,harpsichord
Pamela Sklar,flute
James Fields,piano
Joseph Schuster,cello
Miriam Ramos,piano
[first name unknown] Alsina,unspecified voice
Timothy Justus,trumpet|percussion
Gregory Hopkins,tenor
Antonello Pellegrini,clarinet
Przemyslaw Suski,baritone
Sang-Eun Lee,piano
Teresa Wiater,vocalist
Dimitris Lambrianos,keyboard
Anna Cley,mezzo-soprano
Annie Guthrie,vocalist|percussion|autoharp
Ellen Wu,erhu
Rossana Potenza,soprano
Lawrence Price,French horn
Benjamin Harris,double bass
J.R.O. Perkins,unspecified voice
Kwanchanok Pongpairoj,piano
Alice Mead,contralto|violin
Zachary Quortrup,French horn
Marie Hall,violin
Yuan Gao,clarinet
Whitey Mitchell,double bass
Laura Mills,piano
Lucile Anderson,piano
Enrico Bozzacco,trombone
David Jarcho,clarinet
Vytautas Bacevicius,piano
Donna Hill,soprano
Jules Evan Baker,viola
Lisa Bergman,French horn
Umberto Neri,guitar
Gene Cavanagh,tenor
Manhattan Choral Club: Women,womens chorus
Irving Randolph,trumpet
Beth Randell,French horn
Shirley Chang,piano
Xavier Diaz,theorbo|baroque guitar
Peter Bucknell,viola
Jacob Sacks,piano
James Newton,flute
Mortimer Rapfogel,flute
Ruby Hughes,soprano
Anna Saradjian,piano
Clarisse Quirit,unspecified
Timothy Wayne-Wright,countertenor
Wynonna Judd,vocalist
William Stevens,piano
Wayne Shorter,tenor saxophone|saxophone|soprano saxophone
Hiriadka Gopala Rao,drums
Dirk Haagmans,piano
Harry Thorne,flute
Helen Corwin,piano
Helen M. Jeffrey,violin
Hyman Meyer,piano
Nina Kogan,piano
Irvin E. Gilman,flute|piccolo
Tess Remy-Schumacher,cello
Kuang-Hao Huang,piano
Ara McMahon,piano
Westervelt Romaine,piano
Henry Aiau Koa,12-string guitar
Devonda Treece,piano
Edith Tyler,piano
Thomas Koch,guitar
Albert Francis Pickernell,unspecified voice
Hannah Juliano,vocalist
Raul M. Sunico,piano
Lloyd Michaels,trumpet
Evangeline Benedetti,cello
Gregor Witt,oboe
Holly Sorenson,mezzo-soprano
Joe Green,xylophone
Heinz Rehfuss,bass|baritone|bass-baritone
Michael Lockley,tenor
Leon Deit,trumpet
Victor Prahl,baritone
Art Start Youth,unspecified
Sun Young Chang,soprano
Eszter Szilveszter Kaganovskiy,viola
Ana Isabel Lazo,soprano
Casey Eichner,piano
Jason Ma,violin
Susan Weinman,mezzo-soprano
Nilko Andreas Guarin,guitar
Dayna Anderson,flute
Nelson Ned,vocalist
Nicole Faghihi,piano
Kim Bora,piano
William Hobbs,piano
Adele Rosenthal,piano
Frances Siebel,soprano
Matteo Mela,guitar
Samim Zafar,rabab
Sangeun Oh,piano
Alain Billard,bass clarinet
Josephine Pang,piano
Mike Christianson,trombone
Bruce Simonds,piano
Eumir Deodato,piano|keyboard
Donald McIntyre,baritone
Rosina Berge,harp
Birgit Sarata-Pitsch,soprano
Diego Dini Ciacci,oboe
Janis Siegel,vocalist
Summer Hoffman,soprano
Audun Kayser,piano
Warren Lee,piano
Art Pepper,clarinet|alto saxophone
Cedric Dent,vocalist
Kanako Ujita,piano
Jon Rollins,tenor
August Fraemcke,piano
Marie von Hammer,piano
Dennis Moorman,piano
Herbie Fields,tenor saxophone|alto saxophone|soprano saxophone
Kim Collingsworth,vocalist
Anthony Wilson,guitar
Harry Kinross White,alto saxophone
Dave Grissom,guitar
Stefan Sopkin,violin
Ewa Podles,contralto
Susanne Frolich,recorder
Gary French,vocalist
Galeena Netchi,soprano
David Hovanisyan,piano
Otto Lehmann,piano
Werner Esser,viola
Jay Anderson,double bass
Betty Glamann,harp
Yolanda Bolotine,piano
Krista Perez,piano
Jon Reidel,vocalist
Roger Rundle,piano
Marianne Hirsti,soprano
Leo Lambert-Manzi,piano
Samantha Yeung,piano
Bob Russell,baritone
Sarah E. Ogden-Crane,soprano
Dong Liu,piano
Miguel Salazar,oboe
Elliot Peper,percussion
Garrett Birkhoff,piano
Nancy Killmer,soprano
S.S. Norton,piano
Leonard Franklin,tenor
John Purcell,clarinet|flute|alto saxophone|oboe|English horn|woodwinds
Silvia Guidi,vocalist
Aly Bain,fiddle
John Gaddi-Angeles,piano
Catherine Cecilia Downs,piano
Veronica Lipner,unspecified voice
Sasakiryu Sangenkai,shamisen
Carol Urban,piano
Tony Bellomy,piano
Roberto Roman,trumpet
Boyd Steven,unspecified voice
Jim Weider,guitar
Wei-Ying Chen,piano
Frederick Loadwick,tenor
Margaret Gundara,French horn
Johnson Zhongxin Li,piano
Kelvyn Bell,guitar
George Marshall,baritone
Marie Sundelius,soprano
Dorothy Parrish,piano
Peng Cheng Yo,percussion
G. Isabelle Howells,unspecified voice
Russell Young,piano
Brijo Behari,esraj
Joseph Frey,tenor
Wim Hoogewerf,guitar
Fred Frick,piano
Olivia McMillan,soprano
BriAnna Dewar,soprano
Noah Bendix-Balgley,violin
Vincente Sardinero,baritone
Teddy Wilson,piano|harpsichord
Betty Buckley,vocalist
Ju-Ying Song,piano
Lisbeth Zelle,vocalist
Quinn Lake,cello
Sarah Grandpre,soprano
Jura Margulis,piano
Steve Lukather,guitar
Aizhan Toleubaeva,kobyz
Dashiel Nesbitt,viola
Elizabeth Byrne,soprano
Triona Marshall,harp
Nathaniel LaNasa,piano
Franz Jackson,tenor saxophone
Michael Jacobsen,piano
Theodore (Ted) G. Brown,tenor saxophone
Agnes Kasin,soprano
Scott Addison,vocalist
Akua Dixon,cello
Howard Colf,cello
Seungeun Oh Kim,soprano
Virginia Smoliar,oboe
Anna Mayer,piano
Mary Bonar,soprano
Maria Ranzow,contralto
Manfred Hemm,bass
Janellen Farmer,soprano
Zoran Jakovic,violin
Paul Badura-Skoda,piano
Guy Fricano,trumpet
Antoinette Giannini,piano
Jarrod Cagwin,drums
Pavel Zarins,viola
Francesco Cedrone,piano
Kyle Mendiguchia,bass trombone
Alton O'Steen,piano
Alexander Ghindin,piano
Mount St. Mary Academy Women's Chorus,womens chorus
Ray Phelps,electric guitar
Michael Sussman,clarinet
John Dembek,violin
Marc de Loutchek,balalaika
Yoo-Jeong Choi,piano
Amaan Ali Khan,sarod
Corey Glover,guitar|vocalist
Scott Kluksdahl,cello
Abbey Harr,soprano
Catherine Rice,oboe
Jennifer Bernasconi,vocalist
Jason Lindner,piano|keyboard
Helen Humes,vocalist
Antonio Ciacca,piano
Sabrina Francois,piano
Masaaki Suzuki,harpsichord
Arthur Ball,tenor
Yun Chen,violin
David Wolf,violin
Stephanie Reese,vocalist
David Volckshausen,piano
Tomohiro Ibaraki,ocarina
